training set 1  training set 2  training set 3  training set 4 
0 0.344885 0.345158 0.346786 0.343147
1 0.34299 0.340835 0.340178 0.333243
2 0.3325 0.323749 0.323284 0.320109
3 0.311209 0.301628 0.302241 0.304242
4 0.292019 0.283612 0.28458 0.289889
5 0.276884 0.269767 0.270717 0.278009
6 0.265034 0.259027 0.259814 0.26834
7 0.255615 0.25052 0.251089 0.260429
8 0.247992 0.243636 0.243971 0.253879
9 0.241718 0.237951 0.238052 0.248378
10 0.236476 0.233156 0.233041 0.243684
11 0.23204 0.229021 0.228718 0.23959
12 0.228245 0.225358 0.224915 0.235913
13 0.224962 0.222022 0.221487 0.232495
14 0.222079 0.218903 0.218211 0.229045
15 0.219452 0.215868 0.214613 0.225298
16 0.216928 0.212727 0.210751 0.221356
17 0.214408 0.20939 0.206783 0.217368
18 0.211778 0.205896 0.202795 0.213472
19 0.20891 0.202338 0.19887 0.20976
20 0.205833 0.198788 0.195115 0.206265
21 0.202591 0.195282 0.191663 0.202993
22 0.199224 0.191839 0.188712 0.199941
23 0.195775 0.188467 0.186858 0.197096
24 0.192286 0.185168 0.186243 0.194417
25 0.188798 0.18194 0.18589 0.191856
26 0.185346 0.178786 0.18564 0.189379
27 0.18196 0.175711 0.18543 0.186976
28 0.178666 0.172733 0.185202 0.184644
29 0.175489 0.169866 0.184901 0.182381
30 0.172455 0.167114 0.184478 0.180183
31 0.169589 0.164479 0.183884 0.178043
32 0.166918 0.161966 0.183076 0.175951
33 0.164468 0.159578 0.182008 0.173907
34 0.162248 0.157319 0.180643 0.171916
35 0.160239 0.155186 0.178941 0.169977
36 0.158411 0.153176 0.176895 0.168081
37 0.156746 0.151283 0.174577 0.166216
38 0.155238 0.149505 0.172081 0.164372
39 0.153886 0.147843 0.169491 0.162547
40 0.15269 0.146301 0.166869 0.160743
41 0.151654 0.144887 0.164257 0.158965
42 0.150803 0.143607 0.161683 0.157216
43 0.150185 0.142467 0.159164 0.155502
44 0.149797 0.141473 0.156707 0.153823
45 0.149553 0.140644 0.15432 0.152182
46 0.149382 0.140058 0.152004 0.15058
47 0.14925 0.139906 0.149761 0.149019
48 0.149138 0.140059 0.147592 0.147498
49 0.149033 0.140341 0.145499 0.146018
50 0.148923 0.140671 0.143483 0.144576
51 0.148798 0.141007 0.141544 0.143172
52 0.148653 0.141322 0.139681 0.141806
53 0.148486 0.1416 0.137889 0.140474
54 0.148287 0.141833 0.136159 0.139176
55 0.148035 0.142015 0.134477 0.13791
56 0.147715 0.142141 0.132829 0.136674
57 0.147326 0.142205 0.131218 0.135468
58 0.146863 0.142206 0.129659 0.134288
59 0.146325 0.142144 0.128148 0.133135
60 0.145704 0.14202 0.126681 0.132006
61 0.144992 0.141834 0.125257 0.1309
62 0.144182 0.141585 0.123878 0.129817
63 0.143269 0.141272 0.122544 0.128754
64 0.142253 0.140892 0.121255 0.127712
65 0.141142 0.140441 0.120013 0.126689
66 0.13995 0.139914 0.118824 0.125684
67 0.138692 0.1393 0.117692 0.124697
68 0.137381 0.138593 0.116599 0.123726
69 0.136032 0.137791 0.115516 0.122772
70 0.134658 0.136903 0.114438 0.121834
71 0.133271 0.135947 0.113374 0.120912
72 0.131878 0.134937 0.112328 0.120007
73 0.130485 0.133888 0.111304 0.119117
74 0.129098 0.132809 0.110301 0.118243
75 0.127719 0.131707 0.109322 0.117384
76 0.126352 0.130589 0.108365 0.11654
77 0.124998 0.129461 0.107432 0.11571
78 0.123659 0.12833 0.106521 0.114892
79 0.122338 0.127201 0.105633 0.114086
80 0.121034 0.126078 0.104767 0.113291
81 0.119749 0.124964 0.103923 0.112507
82 0.118483 0.123861 0.103101 0.111734
83 0.117237 0.122771 0.1023 0.11097
84 0.116011 0.121695 0.101519 0.110216
85 0.114805 0.120634 0.100759 0.109471
86 0.11362 0.11959 0.100017 0.108735
87 0.112454 0.118561 0.0992932 0.108009
88 0.111309 0.11755 0.0985857 0.107292
89 0.110184 0.116555 0.0978932 0.106584
90 0.109079 0.115577 0.0972142 0.105884
91 0.107993 0.114615 0.0965473 0.105192
92 0.106927 0.11367 0.0958912 0.104509
93 0.105879 0.112741 0.0952449 0.103834
94 0.10485 0.111828 0.0946075 0.103167
95 0.10384 0.11093 0.0939783 0.102508
96 0.102847 0.110048 0.0933566 0.101857
97 0.101872 0.109181 0.0927418 0.101214
98 0.100914 0.108329 0.0921334 0.100578
99 0.0999732 0.107491 0.091531 0.099951
100 0.0990487 0.106666 0.0909341 0.0993316
101 0.0981404 0.105856 0.0903426 0.0987202
102 0.0972478 0.105058 0.0897563 0.0981169
103 0.0963707 0.104274 0.0891751 0.0975218
104 0.0955087 0.103502 0.0885991 0.096935
105 0.0946614 0.102742 0.0880285 0.0963566
106 0.0938286 0.101995 0.0874634 0.0957866
107 0.0930098 0.101258 0.0869041 0.0952252
108 0.0922048 0.100533 0.0863507 0.0946722
109 0.0914132 0.0998191 0.0858036 0.0941277
110 0.0906348 0.0991154 0.0852629 0.0935916
111 0.0898693 0.0984217 0.0847287 0.0930639
112 0.0891163 0.0977376 0.0842011 0.0925445
113 0.0883755 0.0970627 0.0836803 0.0920331
114 0.0876468 0.0963963 0.0831662 0.0915298
115 0.0869297 0.0957377 0.0826589 0.0910343
116 0.0862241 0.0950857 0.0821582 0.0905465
